City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
369,xuanzhou,30.9525,118.7553,43.36,87,100,9.17,CN,1671160223
370,sharjah,25.3573,55.4033,69.78,77,0,4.61,AE,1671160223
371,laviana,43.2333,-5.5333,52.29,95,100,1.41,ES,1671160224
372,severnyy,50.677,36.5532,30.24,100,100,6.71,RU,1671160224
373,namatanai,-3.6667,152.4333,84.67,71,56,11.23,PG,1671160225
374,beroroha,-21.6667,45.1667,73.8,83,40,2.59,MG,1671160042
375,maun,-19.9833,23.4167,70.92,81,100,2.84,BW,1671160225
376,hofn,64.2539,-15.2082,20.26,64,100,18.9,IS,1671160226
377,naze,28.3667,129.4833,57.96,82,100,16.2,JP,1671160226
378,tura,25.5198,90.2201,68.5,56,12,0.67,IN,1671160227
379,akyab,20.15,92.9,71.87,52,29,5.64,MM,1671160227
380,launceston,-41.45,147.1667,67.33,55,100,14.97,AU,1671160227
381,kitimat,54.0524,-128.6534,21.58,85,100,2.28,CA,1671160228
382,hrinova,48.5779,19.5257,33.71,99,100,5.35,SK,1671160228
383,playas,-2.6333,-80.3833,73.04,77,82,10.94,EC,1671160228
384,senanga,-16.1167,23.2667,65.21,94,100,4.83,ZM,1671160229
385,upata,8.0086,-62.3989,73.18,94,19,4.88,VE,1671160229
386,mandera,3.9366,41.867,74.34,70,0,8.52,KE,1671160229
387,dingle,10.9995,122.6711,83.98,74,100,14.34,PH,1671160230
388,ulaangom,49.9811,92.0667,-16.22,91,49,1.63,MN,1671160230
389,port-gentil,-0.7193,8.7815,80.58,77,99,8.57,GA,1671160230
390,upington,-28.4478,21.2561,74.88,58,1,12.48,ZA,1671160231
391,bosaso,11.2842,49.1816,71.98,81,0,3.85,SO,1671160231
392,terme,41.2092,36.9739,51.73,92,42,3.98,TR,1671160231
393,makakilo city,21.3469,-158.0858,77.32,72,20,6.91,US,1671160232
394,sur,22.5667,59.5289,73.08,53,2,9.98,OM,1671160232
395,liverpool,53.4106,-2.9779,32.83,92,8,1.01,GB,1671159934
396,laguna,38.421,-121.4238,47.1,84,0,3.44,US,1671160111
397,canon city,38.441,-105.2424,25.61,73,75,0.0,US,1671160233
398,carahue,-38.7,-73.1667,51.85,95,29,3.56,CL,1671160233
399,sabla,12.7525,4.7077,68.94,19,96,8.32,NG,1671160234
400,ceyhan,37.0247,35.8175,52.14,80,20,3.6,TR,1671160234
401,krk,45.0258,14.5731,59.99,98,100,15.19,HR,1671160234
402,mul,20.0667,79.6667,74.39,57,83,3.4,IN,1671160235
403,guangyuan,32.442,105.823,44.42,31,100,14.97,CN,1671160235
404,great falls,47.5002,-111.3008,22.39,86,100,10.36,US,1671159949
405,caucasia,7.9865,-75.1935,74.08,96,94,2.98,CO,1671160235
406,san onofre,9.7359,-75.5263,75.94,91,95,4.45,CO,1671160236
407,boden,65.8252,21.6886,3.2,94,97,3.51,SE,1671160236
408,sao gabriel da cachoeira,-0.1303,-67.0892,77.56,81,100,1.41,BR,1671160236
409,pinyug,60.251,47.7842,12.94,92,100,8.7,RU,1671160237
410,duarte,34.1394,-117.9773,57.31,52,0,1.01,US,1671160237
411,kendari,-3.945,122.4989,86.32,63,73,5.64,ID,1671160237
412,beloha,-25.1667,45.05,72.54,86,100,4.74,MG,1671160238
413,manzhouli,49.6,117.4333,-6.0,85,100,7.31,CN,1671160238
414,lakatoro,-16.0999,167.4164,82.96,62,33,4.23,VU,1671160239
415,sioux lookout,50.1001,-91.917,23.07,93,100,8.05,CA,1671160239
416,jining,35.405,116.5814,33.22,38,100,5.23,CN,1671160239
417,norman,35.2226,-97.4395,38.95,61,0,6.91,US,1671160154
418,usakos,-22.0,15.6,62.44,59,44,0.67,NA,1671160240
419,palm coast,29.585,-81.2078,67.06,92,40,8.05,US,1671160240
420,vila franca do campo,37.7167,-25.4333,59.41,84,100,4.76,PT,1671160240
421,constitucion,-35.3333,-72.4167,61.14,64,0,12.44,CL,1671160241
422,gourcy,13.2167,-2.35,67.78,13,1,7.78,BF,1671160241
423,stellenbosch,-33.9346,18.8668,72.1,84,37,3.11,ZA,1671160241
424,belaya gora,68.5333,146.4167,-47.38,98,26,1.57,RU,1671160242
425,poum,-20.2333,164.0167,81.37,61,5,6.2,NC,1671160242
426,tokur,53.1333,132.9,-18.67,90,100,1.54,RU,1671160243
427,meulaboh,4.1363,96.1285,81.34,81,89,9.91,ID,1671160243
428,guaca,6.8762,-72.8559,56.48,72,98,6.13,CO,1671160243
429,saravan,39.7196,45.6483,31.71,86,29,5.59,AM,1671160244
430,itoman,26.1247,127.6694,68.02,96,75,18.41,JP,1671160244
431,muravlenko,63.7898,74.523,4.39,85,100,19.75,RU,1671160244
432,fare,-16.7,-151.0167,80.37,79,98,16.04,PF,1671160245
433,alice springs,-23.7,133.8833,78.35,14,75,13.8,AU,1671160245
434,vanavara,60.34,102.2797,-0.74,95,100,6.17,RU,1671160246
435,baculin,7.4525,126.5842,81.07,84,98,6.87,PH,1671160246
436,jawhar,2.7809,45.5005,69.01,92,0,7.56,SO,1671160246
437,capao da canoa,-29.7456,-50.0097,70.36,86,99,3.13,BR,1671160220
438,izumo,35.3667,132.7667,48.92,51,69,10.42,JP,1671160247
439,kingisepp,59.3733,28.6134,8.04,98,100,3.6,RU,1671160247
440,isfana,39.8386,69.5306,27.16,48,0,9.01,KG,1671160247
441,haines junction,60.7522,-137.5108,13.78,96,100,3.96,CA,1671160248
442,andenes,69.3143,16.1194,31.98,86,100,10.36,NO,1671160248
443,takhtamygda,54.1,123.5667,-13.32,78,28,4.38,RU,1671160249
444,omsukchan,62.5333,155.8,-12.03,99,100,8.7,RU,1671160249
445,port blair,11.6667,92.75,80.96,69,58,11.12,IN,1671160249
446,pareora,-44.4871,171.2132,63.12,86,100,8.19,NZ,1671160250
447,xining,36.6167,101.7667,14.05,67,95,6.11,CN,1671160250
448,ola,59.5833,151.2833,-1.17,85,100,23.55,RU,1671160250
449,ketchikan,55.3422,-131.6461,36.07,93,100,4.61,US,1671160251
450,maloy,61.9353,5.1136,29.73,55,100,10.36,NO,1671160251
451,batagay-alyta,67.8006,130.4114,-32.91,95,12,4.65,RU,1671160251
452,rafaela,-31.2503,-61.4867,74.98,48,0,7.0,AR,1671160252
453,padang,-0.9492,100.3543,84.25,64,58,2.95,ID,1671160252
454,zeya,53.75,127.2667,-10.55,78,100,4.45,RU,1671160252
455,ust-nera,64.5667,143.2,-26.21,98,100,4.21,RU,1671160253
456,san ignacio,17.1561,-89.0714,71.74,100,0,0.0,BZ,1671160253
457,suhbaatar,50.2314,106.2078,-6.59,73,86,4.56,MN,1671160253
458,glens falls,43.3095,-73.644,39.42,84,100,6.91,US,1671160164
459,sibu,2.3,111.8167,73.44,98,100,3.49,MY,1671160254
460,dauriya,49.9333,116.8667,-9.62,87,100,7.81,RU,1671160254
461,caicedo,6.4051,-75.9826,58.66,94,36,2.48,CO,1671160255
462,acajutla,13.5928,-89.8275,76.14,78,2,4.92,SV,1671160255
463,flinders,-34.5833,150.8552,70.05,54,80,17.87,AU,1671160255
464,beya,53.0533,90.9139,-5.62,86,13,2.44,RU,1671160256
465,houma,29.5958,-90.7195,48.2,92,0,3.44,US,1671160153
466,jumla,29.2747,82.1838,50.95,14,0,1.5,NP,1671160256
467,ahuimanu,21.4447,-157.8378,78.51,75,75,5.75,US,1671160256
468,salamanca,40.8333,-6.0,45.0,89,64,7.11,ES,1671160122
469,lebowakgomo,-24.2,29.5,55.85,80,44,4.16,ZA,1671160257
470,kirensk,57.7853,108.1119,-10.21,96,100,9.17,RU,1671160257
471,santa vitoria do palmar,-33.5189,-53.3681,58.89,74,8,10.33,BR,1671160258
472,tekeli,44.83,78.8239,22.75,46,0,12.53,KZ,1671160258
473,hagere selam,6.4833,38.5167,44.74,89,24,2.84,ET,1671160259
474,santa isabel do rio negro,-0.4139,-65.0192,75.52,79,98,2.21,BR,1671160259
475,auerbach,50.5167,12.4,26.78,86,100,4.0,DE,1671160259
476,nyuksenitsa,60.4128,44.2397,18.61,91,100,11.5,RU,1671160260
477,chhatarpur,24.9,79.6,60.71,48,6,1.5,IN,1671160260
478,nacala,-14.5428,40.6728,78.08,84,76,7.34,MZ,1671160261
479,pozo colorado,-23.4923,-58.7972,78.33,46,72,6.71,PY,1671160261
480,qasigiannguit,68.8193,-51.1922,28.65,96,100,9.8,GL,1671160261
481,vigia del fuerte,6.5789,-76.8863,73.87,98,92,1.5,CO,1671160262
482,araouane,18.9048,-3.5265,67.69,17,0,4.5,ML,1671160262
483,okha,53.5739,142.9478,0.95,91,100,31.52,RU,1671160262
484,bud,39.447,-86.1758,37.74,89,93,10.85,US,1671160263
485,sayyan,15.1718,44.3244,44.08,59,78,3.85,YE,1671160263
486,pizarro,4.9533,-77.366,75.67,92,71,3.71,CO,1671160263
487,gabu,12.2833,-14.2167,64.98,33,3,2.55,GW,1671160264
488,rio grande,-32.035,-52.0986,66.87,81,45,14.9,BR,1671160264
489,glendive,47.1053,-104.7125,14.49,85,100,27.63,US,1671160265
490,bontang,0.1333,117.5,81.55,78,82,3.44,ID,1671160265
491,felipe carrillo puerto,19.5833,-88.05,71.74,92,0,3.56,MX,1671160265
492,mezhdurechenskiy,59.6,65.9333,-0.63,95,53,5.75,RU,1671160266
493,concarneau,47.875,-3.9225,36.39,81,52,10.96,FR,1671160266
494,maniitsoq,65.4167,-52.9,28.24,81,100,9.71,GL,1671160266
495,skwierzyna,52.5991,15.5065,18.91,70,49,4.83,PL,1671160267
496,kamsack,51.5667,-101.9009,15.24,88,100,17.45,CA,1671160267
497,bonavista,48.6499,-53.1147,35.71,87,100,28.95,CA,1671159976
498,tatvan,38.5067,42.2817,37.11,89,80,2.86,TR,1671160268
499,muroto,33.2833,134.15,51.64,47,8,4.88,JP,1671160268
500,rio claro,-22.4114,-47.5614,69.93,71,70,2.42,BR,1671160268
501,luena,-11.7833,19.9167,59.49,97,99,3.22,AO,1671160269
502,taoudenni,22.6783,-3.9836,73.11,31,0,9.62,ML,1671160269
503,balykshi,47.0667,51.8667,24.8,54,0,13.42,KZ,1671160270
504,nhulunbuy,-12.2333,136.7667,90.21,58,20,12.66,AU,1671160270
505,shimoda,34.6667,138.95,54.1,61,0,25.23,JP,1671160270
506,fortuna,40.5982,-124.1573,40.98,95,0,0.0,US,1671160271
507,bonthe,7.5264,-12.505,78.04,82,3,4.92,SL,1671160271
508,maine-soroa,13.2114,12.0241,67.84,23,100,9.1,NE,1671160271
509,felanitx,39.4696,3.1483,59.52,81,30,10.83,ES,1671160272
510,spirit river,55.7833,-118.8361,16.97,92,77,3.94,CA,1671160272
511,obodivka,48.4051,29.2477,32.25,99,97,7.67,UA,1671160272
512,prainha,-1.8,-53.48,79.09,66,99,3.29,BR,1671160273
513,san-pedro,4.7485,-6.6363,75.83,89,2,4.59,CI,1671160273
514,tabou,4.423,-7.3528,76.82,86,20,5.23,CI,1671160274
515,rosetta,31.4044,30.4164,63.97,86,0,4.72,EG,1671160274
516,touba,8.2833,-7.6833,69.1,33,3,1.59,CI,1671160274
517,bacolod,10.6667,122.95,86.02,68,98,12.53,PH,1671160275
518,maarianhamina,60.0973,19.9348,22.86,93,100,5.75,AX,1671160275
519,kursavka,44.4564,42.5093,34.86,96,100,4.05,RU,1671160275
520,livingston,55.9029,-3.5226,27.59,93,20,1.14,GB,1671160276
521,necochea,-38.5473,-58.7368,53.85,80,0,9.89,AR,1671160276
522,musafirkhana,26.3667,81.8,58.03,36,16,5.41,IN,1671160276
523,codrington,-38.2667,141.9667,61.27,66,90,17.05,AU,1671160257
524,virginia beach,36.8529,-75.978,60.84,95,100,16.11,US,1671160059
525,jinji,23.2281,110.8261,61.84,53,100,4.38,CN,1671160277
526,tazovskiy,67.4667,78.7,10.26,90,100,15.1,RU,1671160278
